X,Y,AREA,PERIMETER,CO12_D00_,CO12_D00_I,STATE,COUNTY,NAME,LSAD,LSAD_TRANS
-80.43107214686043,27.077508608576416,0.00000,2.00000,63,62,12,085,Martin,06,County
-81.188788573147463,26.95648409556156,0.00000,2.00000,64,63,12,043,Glades,06,County
-81.911522817162478,26.905668937083732,0.00000,2.00000,65,64,12,015,Charlotte,06,County
-80.465223013885122,26.647226543065532,0.00000,2.00000,66,65,12,099,Palm Beach,06,County
-81.165873936104049,26.553518115343476,0.00000,2.00000,67,66,12,051,Hendry,06,County
-82.256427002736729,26.764675687213334,0.00000,0.00000,68,67,12,071,Lee,06,County
-82.220821260588394,26.776947464551789,0.00000,0.00000,69,68,12,071,Lee,06,County
-81.820851130179207,26.578730009659736,0.00000,2.00000,70,69,12,071,Lee,06,County
-82.146287922683982,26.512119454270216,0.00000,0.00000,71,70,12,071,Lee,06,County
-81.34449895711127,26.116909224595101,0.00000,3.00000,72,71,12,021,Collier,06,County
-80.487747369519752,26.151841413919666,0.00000,2.00000,73,72,12,011,Broward,06,County
-80.563600233837022,25.616626915761099,0.00000,3.00000,74,73,12,086,Miami-Dade,06,County
-81.047846800397551,25.50498847479745,0.00000,2.00000,75,74,12,087,Monroe,06,County
-80.216436330915826,25.421466993986211,0.00000,0.00000,76,75,12,086,Miami-Dade,06,County
-80.398654116560067,25.161435482940412,0.00000,1.00000,77,76,12,087,Monroe,06,County
-80.724319187925076,24.861633314768476,0.00000,0.00000,78,77,12,087,Monroe,06,County
-80.806182666899389,24.823488969807457,0.00000,0.00000,79,78,12,087,Monroe,06,County
-80.893649865485898,24.788083490711077,0.00000,0.00000,80,79,12,087,Monroe,06,County
-81.029919395554174,24.729915261574444,0.00000,0.00000,81,80,12,087,Monroe,06,County
-81.31806795750461,24.741662269018487,0.00000,0.00000,82,81,12,087,Monroe,06,County
-81.516802193470525,24.647513217686136,0.00000,1.00000,83,82,12,087,Monroe,06,County
-81.261722035074982,24.666476744708689,0.00000,0.00000,84,83,12,087,Monroe,06,County
-82.130693237922742,24.570429799735692,0.00000,0.00000,85,84,12,087,Monroe,06,County
