
William Bryon, Officer Ryan, Slim Smith, Alkali Ike, Jenny (Donkey), Happy Hicks, Nan Macklin, Yamakayaka, Lalei, Ben Yarby (Shotgun City), Pearla
Jacques Dernier, Stephanie De La Spiroza, Ilsa Koenig, Lepard, Silent Fox, William Lincoln, Niki Adams, Owayodata, Joey (San Francisco), Abraham van Helsing, Bambu
David Cox, Kamuu (Atlantean), Henry Croft, Jyota Nital, Katherine Fraser, Shiela Whittier, Jade, Judith (San Diego), Quentin Chase, Emerson Bale, Maria Ayala
Marshall Muldoon, Steven Rogers (Revolutionary War), Talia Kruma, Moses, Roger Dicken, Freki, Doctor Tambura, Ray Coffin, Samuel Daly, Sarah Mumford, Frey
Ricky Landers, Sara Grey, Buth, Forsythe Wellington, Lionel Jeffries (Doctor), Darin, Holly LaDonna, Jerry Fortunov, Lylla, Sturky, Talisman (Australian)
Claire McNeil, Unam, Turoq, Cerberus (O.Z. Chase), Jackson Tolliver, Misty Collins, Lewis Guthrie, Yrdisis, Don (Lobster), Alphonso Mackenzie, Anne-Marie Baker
Eochaid Ollathir, Gayle Vaughn, Sequoia, Arko, Bercilak de Hautdesert, Harmon Furmintz, Jupiter (New Warriors), Yuji Watanabe, Monkey Joe, Rambo (Dog), Anastasia Sablinova
Angela Cairn, Guide, Albert Louis, Embyrre, Luther Manning, Sarah Wilde, Tamika Bowden, John Carik, Rebecca Taylor, Ebony (Heroes Reborn), Kymberly Taylor
Feuer, Mister Gentry, Elejea, Mikado, Mosha, Balin, Mr. Payback, Order (Heroes Reborn), Rhanla, Sam Matonabbe, Val
Kyle Jacoby, Leyu Yoshida, Maria Cortez, Nightingale, Brian Rinehart, Cole (Omega Core), Purge (Genoshan), Whiz Kid, Azzuri, Jeff Kaplan, Stem Cell
Otis Johnson II, Abigail Dunton, Brett Mahoney, Ladyfair, Michael van Patrick (Van), Oliver Orwell, Geldoff, John Hashimoto, Melee, Michael van Patrick (Clone), Amanda Reilly
Amy Reilly, Aneka, Lindy Nolan, Tre Owens, Zakar, Dara Ko Eke, Ellis Love, Els Udonta, Voorr, Helen Cobb, Principal Philbin
Edward Marks, Kindra, Mist, Thunder (Two-Gun Kid), Adolf Impossible, Mark Sim, Rosalind Solomon, Chaka, Lagaro, Spencer Keen, Pat Murphy
Tuk, Joshua Walker, Mickey Walker, Ted Banning, Packrat Pete, Grey Eagle, Red Warrior, Betty Wilson, Lo-Zar, Peter (Leopard Girl Ally), Anson Clinton
Eagle (Matt Slade), Valeria (Fifth Dimension), Charlie (Stark Enterprises), Bert Rose, Hoggoth, Werner von Doom, Ossilot, Sally Green, Yuri Brevlov, Ann Raymond, Tom Fagan
Holi, Moli, Torla, Porcunius, Amanda Saint, Carol Landers, Jakuna Singh, Ralph Blumkenn, Carol Selby, Eric Prawn, Miranda Rand
Richard Fenster, Veronica von Frankenstein, Argyle Fist, Elisabeth Wilford, Meredith Quill, Joey Burnett, Thomas Bowman, Angeline Morrow, Archie Stryker, Edward Lavender, Wilbur Garvin
Deborah Summers, Philip Summers, Plor, Ramsey McNeil, Roberta Rhodes, David Letterman, Arngrim (Asgardian), Ernest Popchik, Whiteface, Yrik Whitemane, Grand Thane (Asgard)
Mike Albergo, James Madrox (Mutate Duplicate), Louis Frohike, Thomas Samuels, Roy Fortune, Burt Corrigan, Pamela Douglas, Jay Leno, Emelia Witherspoon, Jeremy Mchele, Jacob Weisenthal
Kiyoshi Kurata, Rubanna Quormo, Alec Dalton, Brell, James Owl, Albert Destine, Beatrice McBride, Simbus, Carlie Colon, Elizabeth Ross (Heroes Reborn), Nicholas Fury (Heroes Reborn)
Shannon Fitzpatrick, Timothy Dugan (Heroes Reborn), Trevor Chase, Ellen Hibbert, Gorgon (Heroes Reborn), Triton (Heroes Reborn), Arcadia DeVille, Krassno Granitsky, Okoye, Thomas Ryan, Headcase (Mannite)
Mechamage, Scab (Starkey), Anarra, Bron, Goroth, Kaos (Heroes Reborn), Tristan, Vanium, Elaine Kendrick, Hector Rendoza, Paul Provenzano
Sugar Kane, Angel Dust (Christina), Apache Kid (Rosa), Thomas More, Blake Burdick, Henrietta Hunter, William Hanover, Campbell Saint-Ange, Jessica Vale, Julia Cabot, Justin Pierce
Kika, Swad, Bradley Beemer, Cornfed, Gothic Lolita, Hollowpoint Ninja, Homebrew, Social Butterfly, Troy Goddard, Dixie (Blaze), Neil Crawford
Petra, Preak, Suzanne Chan, Red Ronin (UJ1-DX), Steven Rogers (Onslaught Reborn), Tatiana Arocha, Trenton Craft, Tristan (Street Arabs), Edward Black Wolf, Fiona Fitzhugh, Lillie McGurty
Retcon (Leila), Yuen Yee, Alexa Reilly, Ban-Luck, Master Po, Cecilia (S.W.O.R.D.), Dennis Sykes, Plutonia II, Prax Ord, Teela Coldassian, Mike Zelinsky
Sun Wukong, Ultimate Nullifier (Teen Brigade), Gabriel Shepherd, Lasher (War dog), Saber, Anna Kefkin, Angie Huang, Dawn Greenwood, Pedro Olivera, Robbie Reyes, Jim Taylor
Robert Foster, Trojak, Davey Drew, Moon Man, Tanir, Jerry Dash, Chief Wilson, Andy Crockett, Leopard Girl (Gwen), El Alemain, Justice (Horse)
Rosamund, Sir Lancelot, Carl Hanson, Chan Liuchow, Diane Cummings, Phineas (Fifth Dimension), Bill Bishop, Colonel Hendershoot, Franklin Storm, Axonn-Karr, Ularic
Chester Fenton, Kratos, Robert McCoy, Kamorr, Larry Wagner, Michael Miller, Bolaa, Jukka, Marie Cartier, Spad McCracken, Zhered-Na
Jamal Afari, Seesha, Vraniel, Dian Wilkins, Fawn, Hugo Travis, Mindy Williams, Phillip DeWolff, Delphan Brothers, Patrick Mason, Sam Casey
Wendy Hunt, Diane Perrywinkle, Dragona, Edwin Maxwell, Priscilla Ironwood, Vampiro (Eternal), Barbara Bannister, Brahma, Caleb Hammer, Peter Alraune, Mia Lessing
Rainbow (Spaceknight), Brenda Barclay, Freya, Jacob Grimm, Vanessa Tooks, Angela Tortelli, Daniel Smallwood, Bekk, Eilif, Ashake (Egyptian), Guardian (Triad)
Hrolf (Asgardian), Susan Banner, Bugeye, Hiram Riddley, Illich Lavrov, Samuel North, Eros (Olympian), Gailyn Bailey, Joseph Bailey, Sally Fortune, Debra Levin
Joy Adams, Kerry Patrick, Rose Wu, Consuela Sanchez, Arashi Wakayama, Joseph MacNamara, Tomas Delgado, Annie Jones, Carlos deSilva, Gulliver Jones, Kith Nasca
Marc Devlin, Morrigan, Shaka, Joshua Pryce, Sidrat-Al-Muntah, Urson-Wellz, Alexander Patel, Emil Lapin, Glib Arkanian, Keeyah, Jennifer Walters (Heroes Reborn)
Kim Gaunt, Luz Santos, Rebecca Essex, Sinjin Quarrel, Sylvia Prazniki, Alicia Masters (Heroes Reborn), Anielle, Isabel Ferguson, Karnak (Heroes Reborn), Medusalith Amaquelin (Heroes Reborn), Gadriel (Grigori)
Lawrence Young, Sorrow, Ulysses Dragonblood, Uriel (Angel), Zawadi, Chi-Chee, Darco, Glub, Grace (Mannite), Walter Thorson, Billy Turner
Darin II, Patrick Carney, Piers, Beckah Parker, Cyra (Asgardian), Irina Clayton, Marcus Tucker, Ardina, Atleza Langunn, Cesar Belinski, Couleur
Dylan Maguire, Kwate, Malcolm Powder, Percival, Rosa Belinski, Tara Virango, Tomothy, Jordan Lewis, Sarah Gail Bradley, Abraham Verne, Gregor Smerdyakov
Marcus Baldry, Patricia Hamilton, Phil Dexter, Randolph Esposito, Raymond Jr., Scott Hoskins, Sofia Corazon, Inari, Jemima Catmint, Kioshi Keishicho, Lumina
Sarah Vale, Vic Marcus, Ajax (Greek Legend), Emil Winston, Eugene Sykes, Margaret Dillon, Valerie Martin, Althea Green, Argos (Atlantean), Emmael, Sihing
Bill Dawson, Heather Sante, Jakob Eisenhardt, Melanie Crane, Yussuf Hussain, Lady of Ten Suns, Scientific Beast, Ti Asha Ra, Zan Philo, Bangs, Bhakti Gavaskar
Devin Touhy, Eldrac, Hooud, Husam, Jentorra, London (WCA), Miranda Bayer, Reena Stancioff, Alice Hu, Daniel Alves, Dennis Piper
Ernst Hoyer, Ezekiel Wright, Frank Cortez, Georgios Panayiotou, Gruenhilda, Jill Harper, Marcia Guzman, Powell McTeague, Praeter (Mike), Sarah Starr, Soapbox
Bomb (Anthony), Christine Chen, Eternal Brain (Eternal), Flare (Microns), Holly Bright, Howard Ogden, James Murphy, Jeffrey Fischer, Marcus Simms, Quark, Rico Axelson
Taxi Taylor, Eleanor Bennett, Santi Sardina, Gullinbursti, Perry Webb, Persephone (Olympian), Cindy Moon, Eve Greenwood, Gabe Reyes, Gestalt (Legion Personality), Impulse (Second)
Subguardian Titan, Terrence Rhodes, Terry Schreck (Earth-1610), Vernon Brooks (Earth-1610), Nono, Pete Johnson, Allan Lewis, Balu, Benjamin Ruff, Bruce Bravelle, Edith Alton
Fred Raymond, Joel Williams, Joshua Williams, Martin Simon Burns, Nosey, Varen David, Zara of the Jungle, Zephyrus Jones, Rusty, Solidus Scriggles, Douglas MacArthur
Knobby, Nancy Brown, Tumbleweed, Rick Davis, Ben Yarby (Leadville), Patrick Brady, Rock Murdock, Sally Frosby, Scuttlebutt Stacy, Smokey, Michael Kozlov
Judge Lewis, Bernard Harris, Celia Rawlings, Robert Plunder, Rolfe Harrison, Commander Morton, Mama Fury, Xeron the Starslayer, Wilma Calvin, Charles LeJeune, Madoxx
Murdoch Adams, Robert Landers, Thomas Thunderhead, Tryx, Zartra (Atlantean), Avalon (Caretaker), David Eshcol, FAUST (Fully Automated Unit of Structural Technology), Loralee Tate, Sinbad, Sybil Mills
Wayne Logan, Garth (Other Realm), Gorjoon (Other Realm), Jeff Cochren, Lambert (Other Realm), Michael Stivak, Musenda, Rebecca Rainbow, Shabby Allus, Alexi Bruskin, Dale West
Herbert Bell, Mason Harding, Nestor Ayala, Ren\u00e9 Duquesne, Sandy York, Tandy Snow, Abel Stack, Burgundy (Power Man Ally), Con Ticci Viracocha, Joshua Itobo, Tabur
Alfeo Spinosa, Pamela Quinn, Hestia, Arlok, Astra (Spaceknight), Emma Burstein, Hammerhand (Spaceknights), Leanne, Zira, Claw (Chaste), Flame (Chaste)
Georgianna Castleberry, Lord Samedar, Petunia Grimm, Shango, Gladys Smallwood, Isabel St. Ives, Raymonde Belmonde, Shakkoth, Bernard Finn, Carl Weatherby, Jubilee (Darla)
Snitch (Butch), Enitharmon, Greensong, Marandi Sjorokker, Tommy (Morlock), Caleb Walker, Emily Walker, Gloria Garsen, Hannah Conover, Peter (Nereel), Valdor
Agrom, Dafydd ap Iowerth, Vlon, Wilghe, Emmaline Watanabe, Target, Tracy Collins, Aleksey Lebedev, Charles Blackwater, Harry Tabeshaw, Jartran Radd
Michael Shauneghann, Renee Fuanaro, Simon Halloway, Samantha Bryant, Alison Kane, Ambassador, Arnold Coltrane, Christina Valentino, Emma Malone, Goodfellow, Jack Smithers
Lars Dinkelbach, Oonagh Mullarkey (Plasmer), Roxelana, Sablat, Samuel Wantling, Steven White, Stranger (Shadow Riders), Tommy (Sleeper), Vorin, Warden Jzemlico, Jim Young
Martin Dennis, Prime Skrull, Rover (Mutate), Tantaro, Barbara DeGioia, Beck Lockhart, Cindy Knutz, Denise Havens, Edward Wong, Fiona Rivera, Alec Maloni
Eglantina Punnett, Harold Hogan (Heroes Reborn), Jack Holyoak, Juanito Candido, Melissa Maro, Valentina Allegra de Fontaine (Heroes Reborn), Victor Prazniki, Milo Thurman, Wyatt Wingfoot (Heroes Reborn), Elwood (Pooka), Katherine Spar
Nanya, Pele (Oceanic Goddess), Stacey Kramer, J. Vernon Mann, Psiren, Allie Magruder, Eamonn, Farley Mowat, Firefall (First Line), Fred MacRae, Isadora Martinez
Matthew Plunder (Clone), Mercy LeBeau, Walkabout, Byron Spencer, Kate Vinokur, Pierre Truffaut, Saint Anna (Anna), Sergei Radek, Tomas Dlurga, Aaliyah Hardin, Albino (Istvan)
Brandy Hardin, Georges Raymond, Louis Magee, Milton Peterson, Ocean, Ocelot (O-Force), Ooze, Smitty, Thrasher (Angel), Walter (X-Men Students), Dean Boswell
Hana, Kim Alleyne, Lucas Evans, Maurice Canfield, Walker Price, Adrian Defoe, Benjamin Soloman Alomii, Bethany Danzinger, Enzo Ferrara, Jura, Lucas Telling-Stone
Priscilla, Broadband, Bugman, Chango (Santerians), Daniel (Angel), Doctor Castillo, Lazaro Kotikash, Megara, Nancy, Ogun (Santerians), Oshun (Santerians)
Oya (Santerians), Shane Shooter, Suspiria, Ace (G.R.A.M.P.A), Alix Buchanan, Elizabeth Vaughn, Harriet Munroe, Jonas Fogg, Jordan Harrison, Agent Crimson, Ana\u00efs
Avery Allen, Benjamin Grimm (Onslaught Reborn), Ddraig Goch, James Howlett (Onslaught Reborn), Ko-rel, Prima Donna, Reed Richards (Onslaught Reborn), Susan Storm (Onslaught Reborn), Thor Odinson (Onslaught Reborn), Violet Lightner, Vox
Daniel Sylva, Edie Eisenhardt, Farida Hussain, Furi Wamu, Hector Mu\u00f1oz, Iceberg (Liberteens), Kwai Jun-Fan, Lucas Collier, Marys Iosama, Spinner, Think Tank
Tyro, Vincent Crane, Jenna Cole, John Adams, John Barnes, Quan Yaozu, Tyler Bridge, Aaron Downing, Ahmed Noor, Annie (Noh-Varr), Ben Huth
Casey Kinmont, Cornell Gray, Hairball 2, Lauren Wolfe, Mageth, Oksana Sytsevich, Robert Gomorra, Tyree Robinson, Will Stern, Austin Cao, Dieter Lehmann
Gus Grim, Hoss, Kaylie Doran, Lewis Green, Torran, Ben Goldendawn, Dennis Wells, Dragoon, Fongji Wu, Gullveig, Jake (Mutant)
Redeemer (Microverse), Remus, Revolutionary (Dynasty), Savage, Soldier One, Tolor, Weather Witch, Duncan Kilgore, Andre LeClare, Brian Mulroney, Gloriole
Jason (Argonaut), Lori, Agent Monkton, Asha, B-329, Battle-Lon, Blocks, Bull (Wakandan), Caninus, Clara, Dante (Inhuman)
Felinatus, Gang, Harrison, Ivory Honeyshot, Ja Kyee Lrurt, Kim, Loch, Plorp, Pom Pom, Roger Bochs Jr., Screwbeard
Shri, Smasher VI, Ud, Waziria, Ken Masters, Sha, Barnabus Mullen, Clara Crandall, Dale Sturm, David Dean, Donovan Gorman
Doyle Denton, K-4, Magar the Mystic, Nora Jones, Ronald Wolverstone-Clodd, Admiral Leeds, Eric Schmitt, Archie the Gruesome, King Ra, Ruffy Rabbit, Martin Oksner Burns
Blaze (Dog), Kanwi, Mary Wilson, Doe Eyes, Colonel Frosby, Guinevere, Thunder (Black Knight), Jess Wayne, Howard Lindley, It (Artificial Lifeform), Baxter Bigelow
Doctor Graham, Mary Brown (Silver Age), Thing From the Hidden Swamp, Bestla, Charlie (Teen Brigade), Lee Kearns, Tom Smith, Curtis (Butler), Rijk Rooten, Sen-Yu, Flaming Star
Gondolff (Asgardian), Roy Thomas, Daydra, Mei Ling, Carlos Cortez, Hans Klaus, Little Flower, The Dude, The Kid, Coral, Georgia Jenkins
Kartag, Sir Ram, Tyler Stuart, William Nelson, Frances Delon, Raman, Crackerjack Jackson, Astrid Josefson, Daniel Madrox, Joan Madrox, Joel Tanner
Judith Klemmer, Ogun Strong, Orji Jones, Publius, Black Knight (Robot), Celia Jackson, Falzon, Gordon Dare, Hoenir, Hugh Dare, Master of the Sun
Regina Clayborne, Biljo White, Bobby Sue Hollis, Michael Armstrong, Oliver Broadhurst, Arabella Jones, Mathal, Barth Bukowski, Captain Hama, Ginny Snow, John Ehrmann
Mary Shamara, Phyllis Shamara, Ray-na, Aquon (Microverse), Ira Gross, Mia Carrera, Nadar, Ramon Hernandez (Doctor), Red Fowler, Ursula Richards, Alcmena
Justin Alphonse Gamble, Kip Holm, Mehemet Faoul, Mele, Sandy, Shaft (Chaste), Alhambra, Andy (Angel), Brokk (Dwarf), Jorge Latham, Lucas Jackson
Thomas Smallwood, Nicholas Damiano, Tim Harrison, Allison McCourt, Holly-Ann Ember, Major Sauleda, Gullywhump, Judith Rassendyll, King Glugwort, Tina Sapristi, Maeve Rourke
Maya (Inhumans), Adam Plunder, Blind Justice, Junipur, Myla (Pangorian), Bermuda Schwartz, Lemuel McPhee, Number Six (Nina), Ulagg, Vinnie Evans, Deilla
Lepard II, Mole (Morlock), Nahita, Pete Zamora, Zeaklar Belgewater, Caspar Wright, Glakandar, Star (Chaste), Sturdevant Robbins, Anna, Chance Walker
Devon Ballantine, Eli McIntyre, Gai No Don, Garbha-Hsien, Primate (Void), Taylor, Andrew Black, Andrew Prentiss, Arex, Braxus, Daniel Jones
Gale Patric, Harriet Homerstone, Jason Maldonado, Mona St. Croix, Perseus, Sapphire, Tania, Xena, Caitlin Maddox, David Christopher Bank, Florence Destine
Mack Mendelson, Paul Conklin, Pelops, Tommie Boyd, Toxin (Underground Legion), William Amos, Comus, Harkort, Skye, Warren Curzon, Wilfred Maxwell
Willie Walkaway, Abraham Wilson (Heroes Reborn), Afterlife, Ahmbra, Bheton, Dandre, Dante Kale, Gracie Gamble, Magdelena Kale, Sharon Carter (Heroes Reborn), Zenna
Blerun, Dimitri Fortunov, Edmond Atkinson, Gummi, Haus, Robin Vega, Sabu, Vessila, Malik Shippinsky, Marcus Arlington III, Roberta (Earth-982)
Reno (France), Totem (Mannite), Amazon (S.H.E.), Autumn MacRae, Avios, Joan Eaton, Kenny Kramer, Liberty Girl (Beverly), Peliali, Rand, Sayuri Kyota
Sun Tao, Weisse Kreuz, Burning Puddle, Callie (James puppy), Catherine Saccharine, Double Helix, Harmony (Mutant), Hope (London Morlock), Katie Sawyer, Kenneth Tennyson, Mickey Tork
Misses Hopkins, Molly Stanwick, Paco Perez, Aaron Rosenberg, Danny Zucco, Eric Bondi, Gabriel (Angel), Gary Walsh, Jesse Metuchen, Jun Ho Kim, Martin Hanover
Orbit (O-Force), Overkill (O-Force), Pauline Shimizu, Pyotr Vasilievich Starkovsky, Sondra Burgos, Homer Tully, Larry Pitts, Lucy Braddock, Marylin (Mutant), Shiva Nataraja, Carrie
Fukuko, Ichiro, Kalyx, Lefty, Luc, Michiyo Watanabe, Mitya Smerdyakov, Noah van Helsing, Ralf (DermaFree guinea pig), Raymond Keyes, Sasha
Sylvette Lauziere, Zed, Book (Annika), Doug Taggert, Jono Baraka, Laline Ortega, Jasper Angevine, Joaquim Robichaux, Josephine Tyler, Mari (Rigellian), Minnie Floyd
Mr. Munroe, One-Eyed Jacquie, Philadelphia Filly, Terry Maguire, Agent Carver, Deimne, Desidera, Difference Engine, Namor McKenzie (Onslaught Reborn), Nancy Ridley, Robert Bruce Banner (Onslaught Reborn)
Starktech 9, 2-D, Atsuko, Blue Eagle, Erich Eisenhardt, Hope (Liberteens), Ms. America, Orpheus, Ruth Eisenhardt, Albakor, Alexander Erde
Arkady Markov, Cameron McGill, Maximilian Ritter, Thomas Jefferson, Archon, Cherry Blossom, Damiella, Galileo Galilei, Neutron (Second), Reina Alvarez, Ryan Ralston
Commander Kak, Nia Jones, Rocky Flint, Rupert Kingsley, Sophia Sanduval, Fifty-One, Hunter, Johnny Ito, Menace (Covenant), Meteor, Red Feather III
Scout (Mutant), Shadowshift, Star, Validator, A. G. Bell, Dwight D. Eisenhower, Jimmy Everett, Minxi, Al-Thahab Al-Aswad, Charlotte Hastert, Constance Molina
Dakota Bennett, Joseph Bricklemoore, Krobat, MeMe (Mutant), Mrs. Schaefer, Mygdalla, Oggmunder Dragglevadd Vinnsuvius XVII, Reg Greenwood, Ren Kimura, Rico (Mutant), Sharon King
John Rand, Corky Grogan, Enoch Mason, Gor, Jeff Graves, Jerry Alton, Josie Nottington, Mantor, Peter Oritz, Texas Kid, Tigerman
Bull Dawson, Dan Hurley, Doctor Lin, J. Arthur Grover, Paul Revere, Pindar, Princess Eve, Carl Burgos, Dan Carey, Gary Hale, Martin Goodman
Monstro the Mighty, Mrs. Dix, Peri Purr, William Prince, Ailma, Alt, Dianna Ferrule, Frank Ferrule, Timothy Mulrooney, Lyander, Alfie
Mister Wu, Snipe Gooligan, Kadmos, Perry Palette, Nokomis, Starr Ryder, Flash Finnigan, Betty Corey, Colonel Corey, Ksa (Alien), Professor Kreitzer
Sir Galahad, Sir Gawain, Cactus (American Frontier), Dan Hawk, Anne Norton, Genie, Raaka, Anne Bronson, Boris Petrovsky, Creature From the Black Bog, Robert Bronson
Steve Bronson, Edward Harrison, Robert Carter, Audumla (Magic cow), Mayer, Ted (Teen Brigade), Willie (Teen Brigade), Flint (Inspector), Honir, Mary Storm, Richard Flint
Sindri, Abu Ben Hakim, Dean Corliss, Doctor Van Eyck, Milton Monroe, Uller, Lucy Barton, Kuro Chin, Al B. Harper, Kenneth Ward, Llyna
MK-5, Saburo Yoshida, Starr, Val-Larr, David Arnstead, Iranda, Lucile Serr, Proteus (Atlantean Sage), Raama, Ralph Cosgrove, Bulwar (Asgard)
Emory Simpson, H. Warren Craddock, Jacob Bolt, Khan (Asgard), Robert Bruce Banner (Counter-Earth), Rongor (Asgard), Satrina, Whitemane (Asgard), Frank Jenks, Volpan, Agent of Heaven
Chaga, Ezekiel Tork, Giuseppe Montesi, Robert Russo, Zofia Dracula, Francis William Maxwell, Gervasse, Grant Whittacker, Janet Lyton, Taramis, Carol Harding
Juan Elmirez, Keith Jackson, Kerwin Kronus, Lodur (Asgardian), Merlin (Robot), Omar Karindu, Titanis, Joseph Kragowski, Margay Sorenson, Prince Philip, Shambler
Barok, Hogg, Mela, Tatia, Tinta, Yada, Bloodhawk (Avengers), Hiram Dobbs, Passing Cloud, Sashia, Tawa
Teacher (Bloodhawk), Bayan, Eluke, Svarog, Beverly Matheson, Dephine, Dexter Quentin, Eva Krauss, Harold Becker, Kevin Matheson, Phillip le Guin
Sep, Shadow Lord, Shu Han, Alcemides, Arthur Chekhov, Asano Kimura, Ashake (Mero\u00eb), Black Eagle, Daniel Shomron, Li Ching-Lin, Aelfyre Whitemane
Bragi, Byrel Whitemane, Giles Peacock, Kwan Tai-Fung, Senator Phillip, Ariane (Galadorian), Celia DeWolff Weatherby, Chakar, Dakari, Elsie Gertz, Fred Hopkins
Gunnar, Horace Rosenthal, Leif (Asgardian), Rose Spencer, Concussion, David Thompson, Dewlap, Emma la Porte, Ernesto Sapristi, Gabriella Sapristi, Giovanni Sapristi
Maria Proudstar, Maria Sapristi, Mentac, Neal Proudstar, Pietro Sapristi, Rosa Sapristi, Shaman, Simas Androvich, Starkad, Sundance, Chuck Cherkle
Peri, Annie Deitz, Marge Brock, Benjamin Tucker, Demeityr, Frank Ensign, Genevieve Cross, Joanna Nivena, Jules St. Thomas, Khalid Inshallah, Numinus
Roger Loomis, Sharon Kelly, Sian Bowen, William Fanshawe, William Wesley, Babob, Bando Saburo, Bear Brother, Cara LeBlanc, Chicken Wings, Ellegua
Jason Berg, Mimoza, Numacet, Pupugli, Timothy Jones (Child), Wiwarto, Devi Bannerjee, Father Time (Elders of the Universe), Imperial Leader (Korbinite), Miles Lipton, Mr. Meer
Mrs. Meer, Theobald Blott, Alake, Araq Mezdbadah, Aroke, Arthur Barrington, Daichi Sakamoto, Donald Smithfield, Groonk, Jodi Furman, Max
Onslaught (Imperial Guard), Rugar, Saint Elmo, Andre LeRoux, Andromeda (Pantheon), Andwella, Astra (Polemachus), Augustyne Phyffe, Glora Teth, Gopher (Tommy), Keith Roberts
Louis St. Croix, Maximilian Stone, Moira Brandon, Morel, Orlando Sinclair, Quinn McIntyre, Samuel Merrick, Silkworm (Warpies), Smith (Enhanced), Sparky the Lightning Kid, Xan Fthgnr
Allegra, Barbara Rave, Fletcher, James Raydar, Jongalt, Luten, Mara, Maurice Fortuit, Munchkin, Remora (Atlantean), Rick Stoner
Rion, Shamari Asbery, Stefan of Symkaria, Stephen Loss, Talan, Touchstone, Tupac Amaru, Tzadqiel, Vivali, Wildwind, Cedaric
Elalyth, Eva Slougart, Jung Sakamura, Kiwi, Onyx, Slug (Alien), Sven Claris, Donald Blake (Heroes Reborn), Hughes A\u00eft-Kaci, Jane Foster (Heroes Reborn), Jara
Marilou, Philip Fleming, Richard Barnes (Heroes Reborn), Andrew Blanding, Cassie Dolan, Ghost Rider (Kale), Ignatz, Joanna Blanding, Kara Lynn Palamas, Lockjaw (Heroes Reborn), Margaret Carter (Heroes Reborn)
Mary Kelleher, Rebo, Super-Adaptoid (Heroes Reborn), Marista, Stanley Hathaway, Tatjana Stiles, Tia Senyaka, Ceranda, Lucas Guthrie, Mrs. St. Croix, Otomo
Paulette Brazee, Agent Green, Agent Orange, Agent Red, Bannerman Black, Bannerman Blue, Bannerman White, Cyanide Jane, E.B. Farrell, Flatiron (Russell), Gareth Thomas
Gerald Simms, Gunnar (SHE), John Skulinowski, Katyusha (Anya), Mako (First Line), Marcel Deflandre, Oracle (SHE), Rapunzel, Talo (Galadorian), Victoria Donnely, Visalia
Wallace Worthington, Carla (Tunnel Dwellers), Kali Vries, Michael Dorie, Papa Hagg, Sigismund Bismarck, Alex (Telepath), Ashton Wither, Avery Connor, Brooke Douglas, Chin Hsi
Dick (FBI Agent), Ggorgstog, Hong Lianje, John Watkins Jr., Maksim Golitsyn, Robert Zepheniah, Russell (FBI Agent), Spence Williams, Suzi Pazuzu, Billy Taylor, Bubble (Mutant)
Christian Wagner, Christopher Alleyne, Dallas Huxley, Dorothy Alleyne, Jack Freestone, Jack Harvey, Jefferson Jamison, Jo (Mutant), Miranda Mantega, Mr. Canfield, Mrs. Canfield
Peppermint Candey, Wendy Taylor, Zach Halliwell, Aguinaga, Anthony Bronson, Aurelie Sabayon, Gerard Cooper, Jack White, Jade Parisi, Jerry Halliwell, Mr. Borkowski
Mrs. Borkowski, Owen, Patrick Nesbitt, Pedro de Noli, Rattatosk, Robin Wise, Shaun Kennedy, Tanya, Eugene Walker, General Umbaja, Harlan Stone
Inger Rinefeld, Kimberly Vesco, Meg Langtry, Nelson Mandela, Taniqa Umbaja, Adam Austin, Ame-No-Mi-Kumari, Antonio, Bekka Wallis, Bishamon, Chris McCarthy
David Beiderbecke, David Munroe II, Fred Harriman, Gary Quinn, Henry Cavanaugh, Hubie Edge, James Madrox (S.H.I.E.L.D. Agent), John Mairs, Kaminari (goddess), Karen Mason, Keith Dixon
Latonya Jefferson, Lavin Skee, Pyo, Sentinel X, Susan Svenson, Tim Hacker, Violet Sanchez, Zack Zimmerman, Banara, Bannerman Brown, Bannerman Green
Bei Bang-Wen, Cirin, Comte de Nuit, Henry Pym (Onslaught Reborn), Hercules (CSA), Karanda, Lord Byson, Lucy Cervantes, Snow Queen (New Men), Wu Ao-Shi, Amp (Michelle)
Atalanta (Argonauts), Dicero, Fritz Kalb, Hylas, Koaam, Malcolm Little (Skrull), Molly Young, Paydirt, Pericymenus, Pollux, Prosimia
Star Sign, Stephen Colbert, Bo Obama, James Madison, Jane Potter, John Quincy Adams, Matu Makalani, Sean Madrox, Suki Yumiko, Tulem, Ignacio Alvarez
Kadar, Morda, Oudvrou, Sofia Alvarez, Teela, Thomas Davidson, Zhang Heng, Daniel Chilton, Director Colvin, Mainframe (android), Mr. Macik
Mrs. Macik, Sigmund, Svetlana, Barry Santana, Buzzkill (Andrew), Far Sight, Felipe Morales, Jin Lee, Lord Defender, Pablo Morales, Patti Lee
Kingdom, Phlish, Wendigo (Omega Flight), Alphonse LaGuardia, Dezan, John Eden, Mrs. Jones, Skadi, Slag (Slagley), Aaron Carpenter, Adelynn Duquesne
Anton Wexler, Barbara McDevitt, Devastator (Ascendants), Fiona (Inhuman), Flynn (Inhuman), Gron, Jinin, Kilgore Sentinel, Le Necrogateur, Leviathan (Whalesong), Sarah Garza
Sneedge, Whalesong, Xian Zheng, Constance Rand, Jane Framan, John Roberts, Officer Foley, Prairie City Sheriff (Masked Raider), Steve (Masked Raider), Tim Roberts, 1X
